created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 06:14:36 +0000 2024,Presiden RI terpilih periode 2024-2029 Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara (IKN) yang digagas oleh Presiden Joko Widodo (Jokowi). Hal tersebut disampaikan Prabowo saat melakukan wawancara https://t.co/gJb0AmP5BK,in,rumah_idaman01,Presiden RI terpilih periode     Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara  IKN  yang digagas oleh Presiden Joko Widodo  Jokowi   Hal tersebut disampaikan Prabowo saat melakukan wawancara,Presiden RI terpilih periode     Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara  IKN  yang digagas oleh Presiden Joko Widodo  Jokowi   Hal tersebut disampaikan Prabowo saat melakukan wawancara,Presiden RI terpilih periode Prabowo Subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan Ibu Kota Nusantara  IKN  yang digagas oleh Presiden Joko Widodo  Jokowi Hal tersebut disampaikan Prabowo saat melakukan wawancara,presiden ri terpilih periode prabowo subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan ibu kota nusantara  ikn  yang digagas oleh presiden joko widodo  jokowi hal tersebut disampaikan prabowo saat melakukan wawancara,presiden ri terpilih periode prabowo subianto kembali menegaskan dukungan serta komitmennya untuk melanjutkan kebijakan pembangunan ibu kota nusantara ibu kota nusantara yang digagas oleh presiden joko widodo jokowi hal tersebut disampaikan prabowo saat melakukan wawancara,The President of the Republic of Indonesia elected period Prabowo Subianto again emphasized his support and commitment to continue the policy of the development of the capital city of the archipelago city of the archipelago which was initiated by President Joko Widodo Jokowi was conveyed by Prabowo while conducting an interview,Negative,"['presiden', 'ri', 'terpilih', 'periode', 'prabowo', 'subianto', 'kembali', 'menegaskan', 'dukungan', 'serta', 'komitmennya', 'untuk', 'melanjutkan', 'kebijakan', 'pembangunan', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'nusantara', 'yang', 'digagas', 'oleh', 'presiden', 'joko', 'widodo', 'jokowi', 'hal', 'tersebut', 'disampaikan', 'prabowo', 'saat', 'melakukan', 'wawancara']",presiden ri terpilih periode prabowo subianto dukungan komitmennya melanjutkan kebijakan pembangunan kota nusantara kota nusantara digagas presiden joko widodo jokowi prabowo wawancara,presiden ri pilih periode prabowo subianto dukung komitmen lanjut bijak bangun kota nusantara kota nusantara gagas presiden joko widodo jokowi prabowo wawancara
Mon May 13 06:13:51 +0000 2024,Prabowo katanya gakmau pindah IKN jok RASAIN. https://t.co/EKlN45AkUJ,in,dekade_08,Prabowo katanya gakmau pindah IKN jok RASAIN,Prabowo katanya gakmau pindah IKN jok RASAIN,Prabowo katanya gakmau pindah IKN jok RASAIN,prabowo katanya gakmau pindah ikn jok rasain,prabowo katanya gakmau pindah ibu kota nusantara jok rasain,Prabowo said he did not move the capital city of the archipelago.,Negative,"['prabowo', 'katanya', 'gakmau', 'pindah', 'ibu', 'kota', 'nusantara', 'jok', 'rasain']",prabowo gakmau pindah kota nusantara jok rasain,prabowo gakmau pindah kota nusantara jok rasain
Mon May 13 06:12:07 +0000 2024,[HOAKS] Jokowi Bebaskan Pajak WNA di IKN Selama 120 Tahun. Old Trafford Amad Antony Man United PO Bus https://t.co/Y7e1yxURhJ,in,AchmadShonnyArc,[HOAKS] Jokowi Bebaskan Pajak WNA di IKN Selama   Tahun  Old Trafford Amad Antony Man United PO Bus,[HOAKS] Jokowi Bebaskan Pajak WNA di IKN Selama   Tahun  Old Trafford Amad Antony Man United PO Bus,[HOAKS] Jokowi Bebaskan Pajak WNA di IKN Selama Tahun  Old Trafford Amad Antony Man United PO Bus,[hoaks] jokowi bebaskan pajak wna di ikn selama tahun  old trafford amad antony man united po bus,[hoaks] jokowi bebaskan pajak wna di ibu kota nusantara selama tahun old trafford amad antony man united po bus,[HOAKS] Jokowi releases a foreigner tax in the capital city of the archipelago during the old year trafford Amad Antony Man United PO Bus,Positive,"['[', 'hoaks', ']', 'jokowi', 'bebaskan', 'pajak', 'wna', 'di', 'ibu', 'kota', 'nusantara', 'selama', 'tahun', 'old', 'trafford', 'amad', 'antony', 'man', 'united', 'po', 'bus']",[ hoaks ] jokowi bebaskan pajak wna kota nusantara trafford amad antony man united po bus, hoaks  jokowi bebas pajak wna kota nusantara trafford amad antony man united po bus
Mon May 13 06:10:26 +0000 2024,Menanggapi Isu 200 Warga Diusir Otorita IKN Pastikan Tidak Lakukan Penggusuran Terhadap Warga. PO Bus Geby SMK Lingga Kencana Depok Apel Pagi Aurora https://t.co/LrXplLnEvq,in,HayaElvina,Menanggapi Isu   Warga Diusir Otorita IKN Pastikan Tidak Lakukan Penggusuran Terhadap Warga  PO Bus Geby SMK Lingga Kencana Depok Apel Pagi Aurora,Menanggapi Isu   Warga Diusir Otorita IKN Pastikan Tidak Lakukan Penggusuran Terhadap Warga  PO Bus Geby SMK Lingga Kencana Depok Apel Pagi Aurora,Menanggapi Isu Warga Diusir Otorita IKN Pastikan Tidak Lakukan Penggusuran Terhadap Warga  PO Bus Geby SMK Lingga Kencana Depok Apel Pagi Aurora,menanggapi isu warga diusir otorita ikn pastikan tidak lakukan penggusuran terhadap warga  po bus geby smk lingga kencana depok apel pagi aurora,menanggapi isu warga diusir otorita ibu kota nusantara pastikan tidak lakukan penggusuran terhadap warga po bus geby smk lingga kencana depok apel pagi aurora,"Responding to the issue of residents driven by the Authority of the Capital City of Nusantara, it would be confirmed not to do eviction of residents of PO Bus Geby Vocational School Lingga Kencana Depok Apel Pagi Aurora",Positive,"['menanggapi', 'isu', 'warga', 'diusir', 'otorita', 'ibu', 'kota', 'nusantara', 'pastikan', 'tidak', 'lakukan', 'penggusuran', 'terhadap', 'warga', 'po', 'bus', 'geby', 'smk', 'lingga', 'kencana', 'depok', 'apel', 'pagi', 'aurora']",menanggapi isu warga diusir otorita kota nusantara pastikan lakukan penggusuran warga po bus geby smk lingga kencana depok apel pagi aurora,tanggap isu warga usir otorita kota nusantara pasti laku gusur warga po bus geby smk lingga kencana depok apel pagi aurora
Mon May 13 06:09:34 +0000 2024,@DokterTifa Se emergency apa sih pembangunan IKN di kalimantan? Replacement hutan dan penghuninya emang ada? Trus jaman serba internet begini urgensi pindah bangunan itu apa sih? Kenapa ga dana nya fokus buat kesehatan dan pendidikan aja?,in,LenaZahratu,Se emergency apa sih pembangunan IKN di kalimantan  Replacement hutan dan penghuninya emang ada  Trus jaman serba internet begini urgensi pindah bangunan itu apa sih  Kenapa ga dana nya fokus buat kesehatan dan pendidikan aja,Se emergency apa sih pembangunan IKN di kalimantan  Replacement hutan dan penghuninya emang ada  Trus jaman serba internet begini urgensi pindah bangunan itu apa sih  Kenapa ga dana nya fokus buat kesehatan dan pendidikan aja,Se emergency apa sih pembangunan IKN di kalimantan  Replacement hutan dan penghuninya emang ada  Trus jaman serba internet begini urgensi pindah bangunan itu apa sih  Kenapa ga dana nya fokus buat kesehatan dan pendidikan aja,se emergency apa sih pembangunan ikn di kalimantan  replacement hutan dan penghuninya emang ada  trus jaman serba internet begini urgensi pindah bangunan itu apa sih  kenapa ga dana nya fokus buat kesehatan dan pendidikan aja,se emergency apa sih pembangunan ibu kota nusantara di kalimantan replacement hutan dan penghuninya emang ada terus jaman serba internet begini urgensi pindah bangunan itu apa sih kenapa ga dana nya fokus buat kesehatan dan pendidikan saja,"As an emergency, what is the construction of the Capital City of the Archipelago in Kalimantan, a forest replacement and its inhabitants, there are indeed the internet, this is the urgency of moving buildings.",Negative,"['se', 'emergency', 'apa', 'sih', 'pembangunan', 'ibu', 'kota', 'nusantara', 'di', 'kalimantan', 'replacement', 'hutan', 'dan', 'penghuninya', 'emang', 'ada', 'terus', 'jaman', 'serba', 'internet', 'begini', 'urgensi', 'pindah', 'bangunan', 'itu', 'apa', 'sih', 'kenapa', 'ga', 'dana', 'nya', 'fokus', 'buat', 'kesehatan', 'dan', 'pendidikan', 'saja']",emergency pembangunan kota nusantara kalimantan replacement hutan penghuninya emang jaman serba internet urgensi pindah bangunan dana fokus kesehatan pendidikan,emergency bangun kota nusantara kalimantan replacement hutan hun emang jaman serba internet urgensi pindah bangun dana fokus sehat didik
Mon May 13 06:08:45 +0000 2024,Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli 2024. Casemiro Garnacho Antony Old Trafford Geby SMK Lingga Kencana Depok https://t.co/0CKMJfitbD,in,arfiani1810,Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli    Casemiro Garnacho Antony Old Trafford Geby SMK Lingga Kencana Depok,Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli    Casemiro Garnacho Antony Old Trafford Geby SMK Lingga Kencana Depok,Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli Casemiro Garnacho Antony Old Trafford Geby SMK Lingga Kencana Depok,pembangunan pssi training center di ikn ditarget tuntas juli casemiro garnacho antony old trafford geby smk lingga kencana depok,pembangunan pssi pelatihan center di ibu kota nusantara ditarget tuntas juli casemiro garnacho antony old trafford geby smk lingga kencana depok,The construction of the PSSI Training Center in the Capital City of the Archipelago is targeted to complete July Casemiro Garnacho Antony Old Trafford Geby SMK Lingga Kencana Depok,Positive,"['pembangunan', 'pssi', 'pelatihan', 'center', 'di', 'ibu', 'kota', 'nusantara', 'ditarget', 'tuntas', 'juli', 'casemiro', 'garnacho', 'antony', 'old', 'trafford', 'geby', 'smk', 'lingga', 'kencana', 'depok']",pembangunan pssi pelatihan center kota nusantara ditarget tuntas juli casemiro garnacho antony trafford geby smk lingga kencana depok,bangun pssi latih center kota nusantara target tuntas juli casemiro garnacho antony trafford geby smk lingga kencana depok
Mon May 13 06:08:44 +0000 2024,Dukung Pembangunan IKN Nusantara https://t.co/zcCsmovISu,in,ArinraCamelia,Dukung Pembangunan IKN Nusantara,Dukung Pembangunan IKN Nusantara,Dukung Pembangunan IKN Nusantara,dukung pembangunan ikn nusantara,dukung pembangunan ibu kota nusantara nusantara,Support the development of the capital city of the archipelago archipelago,Negative,"['dukung', 'pembangunan', 'ibu', 'kota', 'nusantara', 'nusantara']",dukung pembangunan kota nusantara nusantara,dukung bangun kota nusantara nusantara
Mon May 13 06:08:40 +0000 2024,65% IKN akan tetap jadi hutan https://t.co/LzUwDAs8zK,in,carispertama,IKN akan tetap jadi hutan,IKN akan tetap jadi hutan,IKN akan tetap jadi hutan,ikn akan tetap jadi hutan,ibu kota nusantara akan tetap jadi hutan,The capital city of the archipelago will remain a forest,Negative,"['ibu', 'kota', 'nusantara', 'akan', 'tetap', 'jadi', 'hutan']",kota nusantara hutan,kota nusantara hutan
Mon May 13 06:08:28 +0000 2024,@slamet_nasib @axdwin Harus diamalkan oleh kepala negaranya. Setiap mau ngantor ke IKN harus baca itu. ,in,carispertama,Harus diamalkan oleh kepala negaranya  Setiap mau ngantor ke IKN harus baca itu,Harus diamalkan oleh kepala negaranya  Setiap mau ngantor ke IKN harus baca itu,Harus diamalkan oleh kepala negaranya  Setiap mau ngantor ke IKN harus baca itu,harus diamalkan oleh kepala negaranya  setiap mau ngantor ke ikn harus baca itu,harus diamalkan oleh kepala negaranya setiap mau ngantor ke ibu kota nusantara harus baca itu,must be practiced by the head of his country every time he wants to go to the capital city of the archipelago must read it,Positive,"['harus', 'diamalkan', 'oleh', 'kepala', 'negaranya', 'setiap', 'mau', 'ngantor', 'ke', 'ibu', 'kota', 'nusantara', 'harus', 'baca', 'itu']",diamalkan kepala negaranya ngantor kota nusantara baca,amal kepala negara ngantor kota nusantara baca
Mon May 13 06:08:16 +0000 2024,Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji. Geby PO Bus Aurora OBnya Otsu https://t.co/XjDeZRJZW2,in,rezasilalahi,Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji  Geby PO Bus Aurora OBnya Otsu,Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji  Geby PO Bus Aurora OBnya Otsu,Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji  Geby PO Bus Aurora OBnya Otsu,otorita ikn bekali umkm dalam menyediakan pangan siap saji  geby po bus aurora obnya otsu,otorita ibu kota nusantara bekali umkm dalam menyediakan pangan siap saji geby po bus aurora obnya otsu,The Authority of the Capital City of the Archipelago Emphasion of MSMEs in providing fast food gebyan po bus aurora obta otsu,Positive,"['otorita', 'ibu', 'kota', 'nusantara', 'bekali', 'umkm', 'dalam', 'menyediakan', 'pangan', 'siap', 'saji', 'geby', 'po', 'bus', 'aurora', 'obnya', 'otsu']",otorita kota nusantara bekali umkm menyediakan pangan saji geby po bus aurora obnya otsu,otorita kota nusantara bekal umkm sedia pangan saji geby po bus aurora obnya otsu
Mon May 13 06:07:54 +0000 2024,@iqbal_farabi Bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai IKN 0% kemiskinan-buta huruf-stunting-dll yg ga bisa mereka capai di daerah lain,in,Elvinaarmida,Bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai IKN    kemiskinan buta huruf stunting dll yg ga bisa mereka capai di daerah lain,Bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai IKN    kemiskinan buta huruf stunting dll yg ga bisa mereka capai di daerah lain,Bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai IKN kemiskinan buta huruf stunting dll yg ga bisa mereka capai di daerah lain,bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai ikn kemiskinan buta huruf stunting dll yg ga bisa mereka capai di daerah lain,bisa karena pemerintah akan menjadikan tolak ukur kinerja mereka pakai ibu kota nusantara kemiskinan buta huruf stunting dan lain lain yang ga bisa mereka capai di daerah lain,it could be because the government will make their performance benchmarks using the capital city of the archipelago poverty of illiterate stunting and others that they cannot achieve in other regions,Negative,"['bisa', 'karena', 'pemerintah', 'akan', 'menjadikan', 'tolak', 'ukur', 'kinerja', 'mereka', 'pakai', 'ibu', 'kota', 'nusantara', 'kemiskinan', 'buta', 'huruf', 'stunting', 'dan', 'lain', 'lain', 'yang', 'ga', 'bisa', 'mereka', 'capai', 'di', 'daerah', 'lain']",pemerintah menjadikan tolak ukur kinerja pakai kota nusantara kemiskinan buta huruf stunting capai daerah,perintah jadi tolak ukur kerja pakai kota nusantara miskin buta huruf stunting capai daerah
Mon May 13 06:07:27 +0000 2024,Menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan IKN Prabowo Subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat.,in,Malawi_Thom,Menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan IKN Prabowo Subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat,Menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan IKN Prabowo Subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat,Menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan IKN Prabowo Subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat,menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan ikn prabowo subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat,menanggapi dugaan kurangnya perhatian terhadap masyarakat lokal dalam pembangunan ibu kota nusantara prabowo subianto menegaskan komitmennya untuk melindungi kepentingan warga lokal termasuk masyarakat adat,Responding to the alleged lack of attention to the local community in the construction of the capital city of the archipelago Prabowo Subianto emphasized its commitment to protect the interests of local residents including indigenous peoples,Negative,"['menanggapi', 'dugaan', 'kurangnya', 'perhatian', 'terhadap', 'masyarakat', 'lokal', 'dalam', 'pembangunan', 'ibu', 'kota', 'nusantara', 'prabowo', 'subianto', 'menegaskan', 'komitmennya', 'untuk', 'melindungi', 'kepentingan', 'warga', 'lokal', 'termasuk', 'masyarakat', 'adat']",menanggapi dugaan kurangnya perhatian masyarakat lokal pembangunan kota nusantara prabowo subianto komitmennya melindungi kepentingan warga lokal masyarakat adat,tanggap duga kurang perhati masyarakat lokal bangun kota nusantara prabowo subianto komitmen lindung penting warga lokal masyarakat adat
Mon May 13 06:07:03 +0000 2024,Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan. SMK Lingga Kencana Depok PO Bus Geby Tong Tji Aurora https://t.co/HfpuggyhtP,in,tono14045,Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan  SMK Lingga Kencana Depok PO Bus Geby Tong Tji Aurora,Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan  SMK Lingga Kencana Depok PO Bus Geby Tong Tji Aurora,Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan  SMK Lingga Kencana Depok PO Bus Geby Tong Tji Aurora,otorita ikn apresiasi kearifan lokal dan dukungan masyarakat lokal kalimantan  smk lingga kencana depok po bus geby tong tji aurora,otorita ibu kota nusantara apresiasi kearifan lokal dan dukungan masyarakat lokal kalimantan smk lingga kencana depok po bus geby tong tji aurora,Authority of the Capital City of the Archipelago Appreciation of Local Wisdom and Support of the Local Community of Kalimantan SMK Lingga Kencana Depok PO Bus Geby Tong Tji Aurora,Negative,"['otorita', 'ibu', 'kota', 'nusantara', 'apresiasi', 'kearifan', 'lokal', 'dan', 'dukungan', 'masyarakat', 'lokal', 'kalimantan', 'smk', 'lingga', 'kencana', 'depok', 'po', 'bus', 'geby', 'tong', 'tji', 'aurora']",otorita kota nusantara apresiasi kearifan lokal dukungan masyarakat lokal kalimantan smk lingga kencana depok po bus geby tong tji aurora,otorita kota nusantara apresiasi arif lokal dukung masyarakat lokal kalimantan smk lingga kencana depok po bus geby tong tji aurora
Mon May 13 06:07:02 +0000 2024,Semua tau IKN bkl mangkrak. https://t.co/KidyMWTXWc,in,tono14045,Semua tau IKN bkl mangkrak,Semua tau IKN bkl mangkrak,Semua tau IKN bkl mangkrak,semua tau ikn bkl mangkrak,semua tahu ibu kota nusantara akan mangkrak,Everyone knows the capital city of the archipelago will be stalled,Negative,"['semua', 'tahu', 'ibu', 'kota', 'nusantara', 'akan', 'mangkrak']",kota nusantara mangkrak,kota nusantara mangkrak
Mon May 13 06:04:19 +0000 2024,@DokterTifa Ikn adalah hambalang jilid 2 tapi lebih parah,in,divaazahratu,Ikn adalah hambalang jilid   tapi lebih parah,Ikn adalah hambalang jilid   tapi lebih parah,Ikn adalah hambalang jilid tapi lebih parah,ikn adalah hambalang jilid tapi lebih parah,ibu kota nusantara adalah hambalang jilid tapi lebih parah,The capital city of the archipelago is a hambalang volume but worse,Negative,"['ibu', 'kota', 'nusantara', 'adalah', 'hambalang', 'jilid', 'tapi', 'lebih', 'parah']",kota nusantara hambalang jilid parah,kota nusantara hambalang jilid parah
Mon May 13 06:03:17 +0000 2024,UMKM Penajam Paser Utara Siapkan Oleh-Oleh Untuk Para Tamu IKN. Onana Garnacho Antony Old Trafford Amad BUMN https://t.co/6uUZW2d6xs,in,AchmadShonnyArc,UMKM Penajam Paser Utara Siapkan Oleh Oleh Untuk Para Tamu IKN  Onana Garnacho Antony Old Trafford Amad BUMN,UMKM Penajam Paser Utara Siapkan Oleh Oleh Untuk Para Tamu IKN  Onana Garnacho Antony Old Trafford Amad BUMN,UMKM Penajam Paser Utara Siapkan Oleh Oleh Untuk Para Tamu IKN  Onana Garnacho Antony Old Trafford Amad BUMN,umkm penajam paser utara siapkan oleh oleh untuk para tamu ikn  onana garnacho antony old trafford amad bumn,umkm penajam paser utara siapkan oleh oleh untuk para tamu ibu kota nusantara onana garnacho antony old trafford amad bumn,UMKM Penajam Paser Utara Prepares by Guests of the Capital City of Nusantara Onana Garnacho Antony Old Trafford Amad BUMN,Positive,"['umkm', 'penajam', 'paser', 'utara', 'siapkan', 'oleh', 'oleh', 'untuk', 'para', 'tamu', 'ibu', 'kota', 'nusantara', 'onana', 'garnacho', 'antony', 'old', 'trafford', 'amad', 'bumn']",umkm penajam paser utara siapkan tamu kota nusantara onana garnacho antony trafford amad bumn,umkm najam paser utara siap tamu kota nusantara onana garnacho antony trafford amad bumn
